StaffRouteStopMapIID,StaffID,PickupStopMapID,DropStopMapID,IsOneWay,PickupRouteID,DropStopRouteID,SchoolID,AcademicYearID,TransportStatusID
2612,15137,121625,121625.0,False,40908,40908.0,30,31.0,1.0
2613,15136,121540,121540.0,False,40886,40886.0,30,31.0,2.0
2614,14923,121943,121943.0,False,40942,40942.0,20,33.0,2.0
2615,14923,121816,121816.0,False,40941,40941.0,20,33.0,2.0
2616,14940,121818,121818.0,False,40941,40941.0,20,33.0,2.0
2617,15024,121820,121820.0,False,40942,40942.0,20,33.0,2.0
2618,14770,121524,121524.0,False,40882,40882.0,30,31.0,2.0
2619,15071,121525,121525.0,False,40882,40882.0,30,31.0,
2620,14017,121527,121527.0,False,40882,40882.0,30,31.0,2.0
2621,15036,121860,121860.0,False,40948,40948.0,20,33.0,2.0
2622,15107,121812,121945.0,False,40940,40940.0,20,33.0,2.0
2623,13933,121945,121945.0,False,40948,40948.0,20,33.0,2.0
2624,14017,121601,121601.0,False,40902,40902.0,30,31.0,2.0
2625,15107,121945,121945.0,False,40948,40948.0,20,33.0,2.0
2626,14882,121947,121947.0,False,40940,40940.0,20,33.0,2.0
2627,15100,121949,121949.0,False,40938,40938.0,20,33.0,2.0
2628,14152,121949,121949.0,False,40938,40938.0,20,33.0,2.0
2629,13947,121949,121949.0,False,40938,40938.0,20,33.0,2.0
2630,14895,121949,121949.0,False,40938,40938.0,20,33.0,2.0
2631,15019,121949,121949.0,False,40938,40938.0,20,33.0,2.0
2632,15110,121953,121953.0,False,40949,40949.0,20,33.0,2.0
2633,14600,121513,121513.0,False,40879,40879.0,30,31.0,1.0
2634,14792,121956,121956.0,False,40942,40942.0,20,33.0,2.0
2635,14857,121960,121960.0,False,40953,40953.0,30,31.0,2.0
2636,15087,121550,121550.0,False,40889,40889.0,30,31.0,2.0
2637,14710,121959,121959.0,False,40953,40953.0,30,31.0,
2638,14975,121860,121860.0,False,40948,40948.0,20,33.0,2.0
2639,15036,121814,121814.0,False,40940,40940.0,20,33.0,2.0
2640,14792,121962,121962.0,False,40940,40940.0,20,33.0,2.0
2641,14857,121968,121968.0,False,40887,40887.0,30,31.0,2.0
2642,13961,121513,121513.0,False,40879,40879.0,30,31.0,1.0
2643,13928,121970,121969.0,False,40883,40883.0,30,31.0,2.0
2644,14129,121864,121864.0,False,40949,40949.0,20,33.0,1.0
2645,15034,121720,121720.0,False,40926,40926.0,10,32.0,2.0
2646,14046,121757,121757.0,False,40933,40933.0,10,32.0,1.0
2647,15048,121918,121918.0,False,40930,40930.0,10,32.0,2.0
2648,15146,121717,121717.0,False,40926,40926.0,10,32.0,1.0
2649,15150,121521,121521.0,False,40881,40881.0,30,31.0,
2650,14119,121978,121978.0,False,40955,40955.0,30,31.0,2.0
2651,14916,121978,121978.0,False,40955,40955.0,30,31.0,2.0
2652,15095,121978,121978.0,False,40955,40955.0,30,31.0,2.0
2653,14885,121978,121978.0,False,40955,40955.0,30,31.0,2.0
2654,15102,121978,121978.0,False,40955,40955.0,30,31.0,2.0
2655,15098,121978,121978.0,False,40955,40955.0,30,31.0,2.0
2656,15097,121978,121978.0,False,40955,40955.0,30,31.0,2.0
2657,14930,121978,121978.0,False,40955,40955.0,30,31.0,2.0
2658,14949,121978,121978.0,False,40955,40955.0,30,31.0,2.0
2659,14921,121978,121978.0,False,40955,40955.0,30,31.0,2.0
2660,15066,121978,121978.0,False,40955,40955.0,30,31.0,2.0
2661,15103,121978,121978.0,False,40955,40955.0,30,31.0,2.0
2662,14922,121978,121978.0,False,40955,40955.0,30,31.0,2.0
2663,14578,121978,121978.0,False,40955,40955.0,30,31.0,2.0
2664,14542,121978,121978.0,False,40955,40955.0,30,31.0,2.0
2665,14886,121978,121978.0,False,40955,40955.0,30,31.0,2.0
2666,14122,121978,121978.0,False,40955,40955.0,30,31.0,2.0
2667,14585,121978,121978.0,False,40955,40955.0,30,31.0,2.0
2668,14119,121978,121978.0,False,40955,40955.0,30,31.0,2.0
2669,14916,121978,121978.0,False,40955,40955.0,30,31.0,2.0
2670,15095,121978,121978.0,False,40955,40955.0,30,31.0,2.0
2671,14885,121978,121978.0,False,40955,40955.0,30,31.0,2.0
2672,15102,121978,121978.0,False,40955,40955.0,30,31.0,2.0
2673,15098,121978,121978.0,False,40955,40955.0,30,31.0,2.0
2674,15097,121978,121978.0,False,40955,40955.0,30,31.0,2.0
2675,14930,121978,121978.0,False,40955,40955.0,30,31.0,2.0
2676,14949,121978,121978.0,False,40955,40955.0,30,31.0,2.0
2677,14921,121978,121978.0,False,40955,40955.0,30,31.0,2.0
2678,15066,121978,121978.0,False,40955,40955.0,30,31.0,2.0
2679,15103,121978,121978.0,False,40955,40955.0,30,31.0,2.0
2680,14922,121978,121978.0,False,40955,40955.0,30,31.0,2.0
2681,14578,121978,121978.0,False,40955,40955.0,30,31.0,2.0
2682,14542,121978,121978.0,False,40955,40955.0,30,31.0,2.0
2683,14886,121564,121564.0,False,40893,40893.0,30,31.0,2.0
2684,14122,121978,121978.0,False,40955,40955.0,30,31.0,2.0
2685,14585,121979,121979.0,False,40955,40955.0,30,31.0,2.0
2686,14185,121979,121979.0,False,40955,40955.0,30,31.0,
2687,14864,121980,121980.0,False,40955,40955.0,30,31.0,2.0
2688,14712,121980,121980.0,False,40955,40955.0,30,31.0,2.0
2689,14699,121980,121980.0,False,40955,40955.0,30,31.0,2.0
2690,14589,121980,121980.0,False,40955,40955.0,30,31.0,2.0
2691,14189,121980,121980.0,False,40955,40955.0,30,31.0,2.0
2692,14952,121980,121980.0,False,40955,40955.0,30,31.0,2.0
2693,13956,121981,121981.0,False,40955,40955.0,30,31.0,2.0
2694,14704,121981,121981.0,False,40955,40955.0,30,31.0,2.0
2695,15064,121981,121981.0,False,40955,40955.0,30,31.0,2.0
2696,15043,121981,121981.0,False,40955,40955.0,30,31.0,2.0
2697,14684,121981,121981.0,False,40955,40955.0,30,31.0,2.0
2698,14864,121980,121980.0,False,40955,40955.0,30,31.0,2.0
2699,14712,121980,121980.0,False,40955,40955.0,30,31.0,2.0
2700,14699,121980,121980.0,False,40955,40955.0,30,31.0,2.0
2701,14589,121980,121980.0,False,40955,40955.0,30,31.0,2.0
2702,14189,121980,121980.0,False,40955,40955.0,30,31.0,2.0
2703,14952,121980,121980.0,False,40955,40955.0,30,31.0,2.0
2704,13956,121981,121981.0,False,40955,40955.0,30,31.0,2.0
2705,14704,121981,121981.0,False,40955,40955.0,30,31.0,2.0
2706,15064,121981,121981.0,False,40955,40955.0,30,31.0,2.0
2707,15043,121981,121981.0,False,40955,40955.0,30,31.0,2.0
2708,14684,121981,121981.0,False,40955,40955.0,30,31.0,2.0
2709,14864,121980,121980.0,False,40955,40955.0,30,31.0,2.0
2710,14712,121980,121980.0,False,40955,40955.0,30,31.0,2.0
2711,14699,121980,121980.0,False,40955,40955.0,30,31.0,2.0
2712,14589,121980,121980.0,False,40955,40955.0,30,31.0,2.0
2713,14189,121980,121980.0,False,40955,40955.0,30,31.0,2.0
2714,14952,121980,121980.0,False,40955,40955.0,30,31.0,2.0
2715,13956,121981,121981.0,False,40955,40955.0,30,31.0,2.0
2716,14704,121981,121981.0,False,40955,40955.0,30,31.0,2.0
2717,15064,121981,121981.0,False,40955,40955.0,30,31.0,2.0
2718,15043,121981,121981.0,False,40955,40955.0,30,31.0,2.0
2719,14684,121981,121981.0,False,40955,40955.0,30,31.0,2.0
2720,14864,121980,121980.0,False,40955,40955.0,30,31.0,2.0
2721,14712,121980,121980.0,False,40955,40955.0,30,31.0,2.0
2722,14699,121980,121980.0,False,40955,40955.0,30,31.0,2.0
2723,14589,121980,121980.0,False,40955,40955.0,30,31.0,2.0
2724,14189,121980,121980.0,False,40955,40955.0,30,31.0,2.0
2725,14952,121980,121980.0,False,40955,40955.0,30,31.0,2.0
2726,13956,121981,121981.0,False,40955,40955.0,30,31.0,2.0
2727,14704,121981,121981.0,False,40955,40955.0,30,31.0,2.0
2728,15064,121981,121981.0,False,40955,40955.0,30,31.0,2.0
2729,15043,121981,121981.0,False,40955,40955.0,30,31.0,2.0
2730,14684,121981,121981.0,False,40955,40955.0,30,31.0,2.0
2731,14864,121980,121980.0,False,40955,40955.0,30,31.0,2.0
2732,14712,121980,121980.0,False,40955,40955.0,30,31.0,2.0
2733,14699,121980,121980.0,False,40955,40955.0,30,31.0,2.0
2734,14589,121980,121980.0,False,40955,40955.0,30,31.0,2.0
2735,14189,121980,121980.0,False,40955,40955.0,30,31.0,
2736,14952,121980,121980.0,False,40955,40955.0,30,31.0,2.0
2737,13956,121981,121981.0,False,40955,40955.0,30,31.0,
2738,14704,121981,121981.0,False,40955,40955.0,30,31.0,2.0
2739,15064,121981,121981.0,False,40955,40955.0,30,31.0,2.0
2740,15043,121981,121981.0,False,40955,40955.0,30,31.0,2.0
2741,14684,121981,121981.0,False,40955,40955.0,30,31.0,2.0
2742,15155,121488,121488.0,False,40874,40874.0,30,31.0,1.0
2743,14634,121983,121983.0,False,40874,40874.0,30,31.0,2.0
2744,14756,121983,121983.0,False,40874,40874.0,30,31.0,2.0
2745,14124,121985,121985.0,False,40876,40876.0,30,31.0,2.0
2746,14568,121986,121986.0,False,40881,40881.0,30,31.0,2.0
2747,13994,121987,121987.0,False,40881,40881.0,30,31.0,2.0
2748,15151,121554,121554.0,False,40890,40890.0,30,31.0,1.0
2749,15159,121462,121462.0,False,40865,40865.0,30,31.0,1.0
2750,15165,121611,121611.0,False,40905,40905.0,30,31.0,1.0
2751,15164,121605,121605.0,False,40904,40904.0,30,31.0,2.0
2752,14592,121911,121911.0,False,40865,40865.0,30,31.0,1.0
2753,14826,121911,121911.0,False,40865,40865.0,30,31.0,1.0
2754,13924,121911,121911.0,False,40865,40865.0,30,31.0,1.0
2755,13970,121550,121550.0,False,40889,40889.0,30,31.0,1.0
2756,14907,121931,121931.0,False,40953,40953.0,30,31.0,
2757,15163,121574,121574.0,False,40895,40895.0,30,31.0,
2758,15144,121741,121741.0,False,40931,40931.0,10,32.0,1.0
2759,15153,122003,122003.0,False,40934,40934.0,10,32.0,1.0
2760,14792,121956,121956.0,False,40942,40942.0,20,33.0,2.0
2761,14882,121861,121861.0,False,40948,40948.0,20,33.0,2.0
2762,13933,121812,121812.0,False,40940,40940.0,20,33.0,2.0
2763,15135,121465,121465.0,False,40866,40866.0,30,31.0,1.0
2764,15166,121488,121488.0,False,40874,40874.0,30,31.0,1.0
2765,15168,121493,121493.0,False,40875,40875.0,30,31.0,1.0
2766,15167,121501,121501.0,False,40876,40876.0,30,31.0,1.0
2767,15166,121586,121586.0,False,40898,40898.0,30,31.0,1.0
2768,14128,121540,121540.0,False,40886,40886.0,30,31.0,1.0
2769,15169,121564,121564.0,False,40893,40893.0,30,31.0,1.0
2770,15170,121470,121470.0,False,40868,40868.0,30,31.0,1.0
2771,15171,121916,121916.0,False,40891,40891.0,30,31.0,1.0
2772,15041,121623,121623.0,False,40908,40908.0,30,31.0,1.0
2773,14883,121507,121507.0,False,40878,40878.0,30,31.0,1.0
2774,15162,121518,121518.0,False,40880,40880.0,30,31.0,1.0
2775,15172,121883,121883.0,False,40952,40952.0,20,33.0,1.0
2776,15173,121981,121981.0,False,40955,40955.0,30,31.0,1.0
2777,15174,121981,121981.0,False,40955,40955.0,30,31.0,1.0
2778,15175,122003,122003.0,False,40934,40934.0,10,32.0,1.0
2779,14783,121885,121885.0,False,40952,40952.0,20,33.0,1.0
2780,15035,121868,121868.0,False,40949,40949.0,20,33.0,1.0
2781,14873,121822,121822.0,False,40942,40942.0,20,33.0,2.0
2782,15177,121981,121981.0,False,40955,40955.0,30,31.0,1.0
2783,14917,121980,121980.0,False,40955,40955.0,30,31.0,1.0
2784,15178,121981,121981.0,False,40955,40955.0,30,31.0,1.0
2785,13969,121620,121620.0,False,40907,40907.0,30,31.0,2.0
2786,15179,121981,121981.0,False,40955,40955.0,30,31.0,1.0
2787,14565,121979,121563.0,False,40955,40893.0,30,31.0,1.0
2788,14578,121564,121564.0,False,40893,40893.0,30,31.0,2.0
2789,14885,121564,121564.0,False,40893,40893.0,30,31.0,1.0
2790,15169,121978,121564.0,False,40955,40893.0,30,31.0,2.0
2791,15180,121468,121468.0,False,40867,40867.0,30,31.0,1.0
2792,15108,121480,121480.0,False,40871,40871.0,30,31.0,1.0
2793,14882,121821,121821.0,False,40942,40942.0,20,33.0,2.0
2794,15185,121513,121513.0,False,40879,40879.0,30,31.0,1.0
2795,15070,121970,121970.0,False,40883,40883.0,30,31.0,1.0
2796,15182,121599,121599.0,False,40902,40902.0,30,31.0,1.0
2797,15176,121981,121981.0,False,40955,40955.0,30,31.0,1.0
2798,15187,121605,121605.0,False,40904,40904.0,30,31.0,2.0
2799,15187,121475,121475.0,False,40870,40870.0,30,31.0,1.0
2800,15188,121605,121605.0,False,40904,40904.0,30,31.0,2.0
2801,15189,121981,121981.0,False,40955,40955.0,30,31.0,2.0
2802,15183,121865,121865.0,False,40949,40949.0,20,33.0,1.0
2803,14611,121481,121481.0,False,40871,40871.0,30,31.0,1.0
2804,14875,121490,121490.0,False,40874,40874.0,30,31.0,1.0
2805,15161,121487,121487.0,False,40873,40873.0,30,31.0,1.0
2806,15041,121497,121497.0,False,40875,40875.0,30,31.0,1.0
2807,15157,121534,121534.0,False,40884,40884.0,30,31.0,1.0
2808,15156,121559,121559.0,False,40891,40891.0,30,31.0,1.0
2809,14615,121621,121621.0,False,40907,40907.0,30,31.0,
2810,15160,121635,121635.0,False,40911,40911.0,30,31.0,1.0
2811,14936,121587,121587.0,False,40898,40898.0,30,31.0,
2812,14877,121593,121593.0,False,40900,40900.0,30,31.0,1.0
2813,15158,121623,121623.0,False,40908,40908.0,30,31.0,1.0
2814,14739,121529,121529.0,False,40883,40883.0,30,31.0,
2815,13922,122016,122017.0,False,40883,40956.0,30,31.0,1.0
2816,13916,122016,122017.0,False,40883,40956.0,30,31.0,1.0
2817,13955,122018,121455.0,False,40955,40864.0,30,31.0,1.0
2818,15056,121550,121550.0,False,40889,40889.0,30,31.0,1.0
2819,14829,121461,121461.0,False,40865,40865.0,30,31.0,2.0
2820,15191,121537,121537.0,False,40885,40885.0,30,31.0,1.0
2821,15190,121468,121468.0,False,40867,40867.0,30,31.0,1.0
2822,15033,121574,121574.0,False,40895,40895.0,30,31.0,1.0
2823,15163,121751,121751.0,False,40932,40932.0,10,32.0,1.0
2824,15194,121986,121986.0,False,40881,40881.0,30,31.0,1.0
2825,15058,122006,121500.0,False,40878,40876.0,30,31.0,1.0
2826,15196,122006,121500.0,False,40878,40876.0,30,31.0,1.0
2827,15152,121564,121978.0,False,40893,40955.0,30,31.0,1.0
2828,14113,121594,121594.0,False,40900,40900.0,30,31.0,1.0
2829,15198,121472,121472.0,False,40869,40869.0,30,31.0,1.0
2830,14576,121480,121480.0,False,40871,40871.0,30,31.0,1.0
2831,14185,121553,121553.0,False,40890,40890.0,30,31.0,1.0
2832,15199,121967,121967.0,False,40953,40953.0,30,31.0,1.0
2833,14147,121547,121547.0,False,40888,40888.0,30,31.0,1.0
2834,15090,121508,121470.0,False,40878,40868.0,30,31.0,2.0
2835,15204,121620,121620.0,False,40907,40907.0,30,31.0,1.0
2836,15172,121949,121949.0,False,40938,40938.0,20,33.0,1.0
2837,14976,121852,121852.0,False,40947,40947.0,20,33.0,1.0
2838,15153,121755,121755.0,False,40933,40933.0,10,32.0,1.0
2839,15072,121786,121786.0,False,40936,40936.0,10,32.0,1.0
2840,15049,121755,121755.0,False,40933,40933.0,10,32.0,1.0
2841,15041,121730,121730.0,False,40928,40928.0,10,32.0,
2842,15025,122083,122083.0,False,40952,40952.0,20,33.0,1.0
2843,15208,121740,121740.0,False,40931,40931.0,10,32.0,1.0
2844,14980,121756,121756.0,False,40933,40933.0,10,32.0,1.0
2845,14938,121730,121730.0,False,40928,40928.0,10,32.0,1.0
2846,15048,121918,121918.0,False,40930,40930.0,10,32.0,2.0
2847,15049,122114,122114.0,False,40930,40930.0,10,32.0,2.0
2848,15153,122114,122114.0,False,40930,40930.0,10,32.0,2.0
2849,14577,122114,122114.0,False,40930,40930.0,10,32.0,2.0
2850,14925,122114,122114.0,False,40930,40930.0,10,32.0,2.0
2851,15063,122114,122114.0,False,40930,40930.0,10,32.0,2.0
2852,15018,122114,122114.0,False,40930,40930.0,10,32.0,2.0
2853,14844,122114,122114.0,False,40930,40930.0,10,32.0,2.0
2854,14980,122115,122115.0,False,40927,40927.0,10,32.0,2.0
2855,14719,122116,122116.0,False,40927,40927.0,10,32.0,2.0
2856,14924,122115,122115.0,False,40927,40927.0,10,32.0,2.0
2857,14836,122115,122115.0,False,40927,40927.0,10,32.0,2.0
2858,14755,122115,122115.0,False,40927,40927.0,10,32.0,2.0
2859,13938,122115,122115.0,False,40927,40927.0,10,32.0,2.0
2860,14576,121670,121670.0,False,40916,40916.0,40,34.0,1.0
2861,14537,121997,121997.0,False,40917,40917.0,40,34.0,1.0
2862,14565,122084,122084.0,False,40912,40912.0,40,34.0,1.0
2863,14644,122117,122117.0,False,40917,40917.0,40,34.0,1.0
2864,14572,122090,122090.0,False,40913,40913.0,40,34.0,1.0
2865,14944,122084,122084.0,False,40912,40912.0,40,34.0,1.0
2866,14844,121689,121689.0,False,40921,40921.0,40,34.0,1.0
2867,14171,121640,121640.0,False,40912,40912.0,40,34.0,1.0
2868,14577,121689,121689.0,False,40921,40921.0,40,34.0,1.0
2869,14600,121914,121914.0,False,40913,40913.0,40,34.0,1.0
2870,15212,121689,121689.0,False,40921,40921.0,40,34.0,1.0
2871,15213,122103,122103.0,False,40916,40916.0,40,34.0,1.0
2872,15206,121928,121928.0,False,40885,40885.0,30,31.0,1.0
2873,15207,121533,121533.0,False,40884,40884.0,30,31.0,1.0
2874,15209,121470,121470.0,False,40868,40868.0,30,31.0,1.0
2875,15210,121478,121478.0,False,40871,40871.0,30,31.0,1.0
2876,15214,121740,121740.0,False,40931,40931.0,10,32.0,1.0
2877,15215,121844,121844.0,False,40946,40946.0,20,33.0,1.0
2878,15219,121801,121801.0,False,40938,40938.0,20,33.0,
2879,15240,121860,121860.0,False,40948,40948.0,20,33.0,1.0
2880,14669,121835,121835.0,False,40945,40945.0,20,33.0,1.0
2881,15249,121488,121488.0,False,40874,40874.0,30,31.0,1.0
2882,15254,121717,121717.0,False,40926,40926.0,10,32.0,1.0
2883,15242,121916,121916.0,False,40891,40891.0,30,31.0,1.0
2884,14046,121764,121764.0,False,40934,40934.0,10,32.0,1.0
2885,15247,121884,121884.0,False,40952,40952.0,20,33.0,1.0
2886,15244,121513,121513.0,False,40879,40879.0,30,31.0,2.0
2887,15205,121527,121527.0,False,40882,40882.0,30,31.0,
2888,13949,121999,121999.0,False,40901,40901.0,30,31.0,1.0
2889,15243,121566,121566.0,False,40893,40893.0,30,31.0,2.0
2890,15261,121592,121592.0,False,40900,40900.0,30,31.0,1.0
2891,15245,121931,121931.0,False,40953,40953.0,30,31.0,1.0
2892,14572,121650,121650.0,False,40912,40912.0,40,34.0,2.0
2893,14944,121658,121658.0,False,40914,40914.0,40,34.0,2.0
2894,14565,121658,121658.0,False,40914,40914.0,40,34.0,2.0
2895,14171,122133,122133.0,False,40914,40914.0,40,34.0,2.0
2896,13965,122139,122139.0,False,40956,40956.0,30,31.0,2.0
2897,14906,122140,122140.0,False,40956,40956.0,30,31.0,2.0
2898,13916,121530,121530.0,False,40883,40883.0,30,31.0,2.0
2899,13922,121530,121530.0,False,40883,40883.0,30,31.0,2.0
2900,15259,121842,121842.0,False,40946,40946.0,20,33.0,1.0
2901,15211,121788,121788.0,False,40936,40936.0,10,32.0,1.0
2902,15071,121747,121747.0,False,40932,40932.0,10,32.0,1.0
2903,15152,121978,121978.0,False,40955,40955.0,30,31.0,2.0
2904,14578,121978,121978.0,False,40955,40955.0,30,31.0,2.0
2905,14886,121978,121978.0,False,40955,40955.0,30,31.0,2.0
2906,15262,121999,121999.0,False,40901,40901.0,30,31.0,2.0
2907,15204,121981,121980.0,False,40955,40955.0,30,31.0,2.0
2908,15034,121735,121735.0,False,40929,40929.0,10,32.0,1.0
2909,15029,121720,121720.0,False,40926,40926.0,10,32.0,1.0
2910,15250,121548,121548.0,False,40888,40888.0,30,31.0,1.0
2911,14907,121497,121497.0,False,40875,40875.0,30,31.0,1.0
2912,15224,121527,121527.0,False,40882,40882.0,30,31.0,1.0
