School,Bus Plate,Trip Type,Sequence,Stop Name,Activity,Students,Staff,Total Pax,Dist (km),Time (min)
"PODAR PEARL SCHOOL, AL MESHAF",56846,PM (Drop-off),7,THUMAMA (Part 24),DROP OFF,2,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",56846,PM (Drop-off),8,THUMAMA (Part 25),DROP OFF,2,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",56846,PM (Drop-off),9,THUMAMA (Part 26),DROP OFF,2,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",56846,PM (Drop-off),10,THUMAMA (Part 27),DROP OFF,2,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",56846,PM (Drop-off),11,THUMAMA (Part 18),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",56846,PM (Drop-off),12,RAWDAT AL KHAIL,DROP OFF,3,0,3,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",56846,PM (Drop-off),13,BU SIDRA,DROP OFF,4,0,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",56846,PM (Drop-off),14,AR RAYYAN,DROP OFF,1,0,1,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",56846,PM (Drop-off),15,RAYYAN,DROP OFF,1,0,1,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",56846,PM (Drop-off),16,SAILIYA,DROP OFF,0,3,3,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",56846,PM (Drop-off),17,STAFF (Part 49),DROP OFF,0,4,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",56846,PM (Drop-off),18,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",232557,AM (Pickup),1,SCHOOL,DROP OFF,0,0,0,0.00,0.0
"PODAR PEARL SCHOOL, AL MESHAF",232557,AM (Pickup),2,OLD AIRPORT (Part 13),PICK UP,3,2,5,7.11,8.6
"PODAR PEARL SCHOOL, AL MESHAF",232557,AM (Pickup),3,OLD AIRPORT (Part 18),PICK UP,2,2,5,7.11,8.6
"PODAR PEARL SCHOOL, AL MESHAF",232557,AM (Pickup),4,OLD AIRPORT (Part 17),PICK UP,2,2,5,7.11,8.6
"PODAR PEARL SCHOOL, AL MESHAF",232557,AM (Pickup),5,OLD AIRPORT (Part 16),PICK UP,2,2,5,7.11,8.6
"PODAR PEARL SCHOOL, AL MESHAF",232557,AM (Pickup),6,OLD AIRPORT (Part 15),PICK UP,3,2,5,7.11,8.6
"PODAR PEARL SCHOOL, AL MESHAF",232557,AM (Pickup),7,OLD AIRPORT (Part 14),PICK UP,3,2,5,7.11,8.6
"PODAR PEARL SCHOOL, AL MESHAF",232557,AM (Pickup),8,SCHOOL,DROP OFF,0,0,0,13.09,16.4
"PODAR PEARL SCHOOL, AL MESHAF",232557,PM (Drop-off),1,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",232557,PM (Drop-off),2,OLD AIRPORT (Part 14),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",232557,PM (Drop-off),3,OLD AIRPORT (Part 15),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",232557,PM (Drop-off),4,OLD AIRPORT (Part 16),DROP OFF,2,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",232557,PM (Drop-off),5,OLD AIRPORT (Part 17),DROP OFF,2,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",232557,PM (Drop-off),6,OLD AIRPORT (Part 18),DROP OFF,2,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",232557,PM (Drop-off),7,OLD AIRPORT (Part 13),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",232557,PM (Drop-off),8,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",265597,AM (Pickup),1,SCHOOL,DROP OFF,0,0,0,0.00,0.0
"PODAR PEARL SCHOOL, AL MESHAF",265597,AM (Pickup),2,OLD AIRPORT (Part 19),PICK UP,2,2,5,7.11,8.6
"PODAR PEARL SCHOOL, AL MESHAF",265597,AM (Pickup),3,OLD AIRPORT (Part 25),PICK UP,2,2,4,7.11,8.6
"PODAR PEARL SCHOOL, AL MESHAF",265597,AM (Pickup),4,OLD AIRPORT (Part 23),PICK UP,2,2,5,7.11,8.6
"PODAR PEARL SCHOOL, AL MESHAF",265597,AM (Pickup),5,OLD AIRPORT (Part 22),PICK UP,2,2,5,7.11,8.6
"PODAR PEARL SCHOOL, AL MESHAF",265597,AM (Pickup),6,OLD AIRPORT (Part 21),PICK UP,2,2,5,7.11,8.6
"PODAR PEARL SCHOOL, AL MESHAF",265597,AM (Pickup),7,OLD AIRPORT (Part 20),PICK UP,2,2,5,7.11,8.6
"PODAR PEARL SCHOOL, AL MESHAF",265597,AM (Pickup),8,SCHOOL,DROP OFF,0,0,0,13.09,16.4
"PODAR PEARL SCHOOL, AL MESHAF",265597,PM (Drop-off),1,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",265597,PM (Drop-off),2,OLD AIRPORT (Part 20),DROP OFF,2,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",265597,PM (Drop-off),3,OLD AIRPORT (Part 21),DROP OFF,2,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",265597,PM (Drop-off),4,OLD AIRPORT (Part 22),DROP OFF,2,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",265597,PM (Drop-off),5,OLD AIRPORT (Part 23),DROP OFF,2,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",265597,PM (Drop-off),6,OLD AIRPORT (Part 25),DROP OFF,2,2,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",265597,PM (Drop-off),7,OLD AIRPORT (Part 19),DROP OFF,2,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",265597,PM (Drop-off),8,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",89405,AM (Pickup),1,SCHOOL,DROP OFF,0,0,0,0.00,0.0
"PODAR PEARL SCHOOL, AL MESHAF",89405,AM (Pickup),2,BARWA MADINATNA (Part 1),PICK UP,4,1,5,14.74,17.9
"PODAR PEARL SCHOOL, AL MESHAF",89405,AM (Pickup),3,BARWA MADINATNA - H (Part 1),PICK UP,5,0,5,14.74,17.9
"PODAR PEARL SCHOOL, AL MESHAF",89405,AM (Pickup),4,BARWA MADINATNA - G,PICK UP,4,0,4,14.74,17.9
"PODAR PEARL SCHOOL, AL MESHAF",89405,AM (Pickup),5,BARWA MADINATNA - F (Part 2),PICK UP,3,0,3,14.74,17.9
"PODAR PEARL SCHOOL, AL MESHAF",89405,AM (Pickup),6,BARWA MADINATNA - F (Part 1),PICK UP,3,0,3,14.74,17.9
"PODAR PEARL SCHOOL, AL MESHAF",89405,AM (Pickup),7,BARWA MADINATNA - C,PICK UP,3,0,3,14.74,17.9
"PODAR PEARL SCHOOL, AL MESHAF",89405,AM (Pickup),8,BARWA MADINATNA - B (Part 2),PICK UP,4,0,4,14.74,17.9
"PODAR PEARL SCHOOL, AL MESHAF",89405,AM (Pickup),9,BARWA MADINATNA - B (Part 1),PICK UP,5,0,5,14.74,17.9
"PODAR PEARL SCHOOL, AL MESHAF",89405,AM (Pickup),10,BARWA MADINATNA - A,PICK UP,5,0,5,14.74,17.9
"PODAR PEARL SCHOOL, AL MESHAF",89405,AM (Pickup),11,BARWA MADINATNA (Part 7),PICK UP,3,1,4,14.74,17.9
"PODAR PEARL SCHOOL, AL MESHAF",89405,AM (Pickup),12,BARWA MADINATNA (Part 6),PICK UP,3,1,4,14.74,17.9
"PODAR PEARL SCHOOL, AL MESHAF",89405,AM (Pickup),13,BARWA MADINATNA (Part 5),PICK UP,3,1,4,14.74,17.9
"PODAR PEARL SCHOOL, AL MESHAF",89405,AM (Pickup),14,BARWA MADINATNA (Part 4),PICK UP,4,1,5,14.74,17.9
"PODAR PEARL SCHOOL, AL MESHAF",89405,AM (Pickup),15,BARWA MADINATNA (Part 3),PICK UP,4,1,5,14.74,17.9
"PODAR PEARL SCHOOL, AL MESHAF",89405,AM (Pickup),16,BARWA MADINATNA (Part 2),PICK UP,4,1,5,14.74,17.9
"PODAR PEARL SCHOOL, AL MESHAF",89405,AM (Pickup),17,SCHOOL,DROP OFF,0,0,0,28.52,34.2
"PODAR PEARL SCHOOL, AL MESHAF",89405,PM (Drop-off),1,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",89405,PM (Drop-off),2,BARWA MADINATNA (Part 2),DROP OFF,4,1,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",89405,PM (Drop-off),3,BARWA MADINATNA (Part 3),DROP OFF,4,1,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",89405,PM (Drop-off),4,BARWA MADINATNA (Part 4),DROP OFF,4,1,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",89405,PM (Drop-off),5,BARWA MADINATNA (Part 5),DROP OFF,3,1,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",89405,PM (Drop-off),6,BARWA MADINATNA (Part 6),DROP OFF,3,1,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",89405,PM (Drop-off),7,BARWA MADINATNA (Part 7),DROP OFF,3,1,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",89405,PM (Drop-off),8,BARWA MADINATNA - A,DROP OFF,5,0,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",89405,PM (Drop-off),9,BARWA MADINATNA - B (Part 1),DROP OFF,5,0,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",89405,PM (Drop-off),10,BARWA MADINATNA - B (Part 2),DROP OFF,4,0,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",89405,PM (Drop-off),11,BARWA MADINATNA - C,DROP OFF,3,0,3,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",89405,PM (Drop-off),12,BARWA MADINATNA - F (Part 1),DROP OFF,3,0,3,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",89405,PM (Drop-off),13,BARWA MADINATNA - F (Part 2),DROP OFF,3,0,3,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",89405,PM (Drop-off),14,BARWA MADINATNA - G,DROP OFF,4,0,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",89405,PM (Drop-off),15,BARWA MADINATNA - H (Part 1),DROP OFF,5,0,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",89405,PM (Drop-off),16,BARWA MADINATNA (Part 1),DROP OFF,4,1,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",89405,PM (Drop-off),17,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",89284,AM (Pickup),1,SCHOOL,DROP OFF,0,0,0,0.00,0.0
"PODAR PEARL SCHOOL, AL MESHAF",89284,AM (Pickup),2,AIN KHALID (Part 1),PICK UP,4,2,5,12.58,12.9
"PODAR PEARL SCHOOL, AL MESHAF",89284,AM (Pickup),3,AIN KHALID (Part 8),PICK UP,3,2,5,12.58,12.9
"PODAR PEARL SCHOOL, AL MESHAF",89284,AM (Pickup),4,AIN KHALID (Part 7),PICK UP,3,2,5,12.58,12.9
"PODAR PEARL SCHOOL, AL MESHAF",89284,AM (Pickup),5,AIN KHALID (Part 6),PICK UP,3,2,5,12.58,12.9
"PODAR PEARL SCHOOL, AL MESHAF",89284,AM (Pickup),6,AIN KHALID (Part 5),PICK UP,3,2,5,12.58,12.9
"PODAR PEARL SCHOOL, AL MESHAF",89284,AM (Pickup),7,AIN KHALID (Part 4),PICK UP,3,2,5,12.58,12.9
"PODAR PEARL SCHOOL, AL MESHAF",89284,AM (Pickup),8,AIN KHALID (Part 3),PICK UP,3,2,5,12.58,12.9
"PODAR PEARL SCHOOL, AL MESHAF",89284,AM (Pickup),9,AIN KHALID (Part 2),PICK UP,3,2,5,12.58,12.9
"PODAR PEARL SCHOOL, AL MESHAF",89284,AM (Pickup),10,MURRAH,PICK UP,3,0,3,18.67,19.8
"PODAR PEARL SCHOOL, AL MESHAF",89284,AM (Pickup),11,AZIZIYA (Part 1),PICK UP,3,2,5,20.87,23.7
"PODAR PEARL SCHOOL, AL MESHAF",89284,AM (Pickup),12,AZIZIYA (Part 4),PICK UP,2,1,4,20.87,23.7
"PODAR PEARL SCHOOL, AL MESHAF",89284,AM (Pickup),13,AZIZIYA (Part 3),PICK UP,3,1,4,20.87,23.7
"PODAR PEARL SCHOOL, AL MESHAF",89284,AM (Pickup),14,AZIZIYA (Part 2),PICK UP,3,2,4,20.87,23.7
"PODAR PEARL SCHOOL, AL MESHAF",89284,AM (Pickup),15,AL WAAB (Part 2),PICK UP,2,0,3,24.27,29.2
"PODAR PEARL SCHOOL, AL MESHAF",89284,AM (Pickup),16,AL WAAB (Part 1),PICK UP,3,1,3,24.27,29.2
"PODAR PEARL SCHOOL, AL MESHAF",89284,AM (Pickup),17,SCHOOL,DROP OFF,0,0,0,32.41,39.3
"PODAR PEARL SCHOOL, AL MESHAF",89284,PM (Drop-off),1,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",89284,PM (Drop-off),2,AL WAAB (Part 1),DROP OFF,3,1,3,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",89284,PM (Drop-off),3,AL WAAB (Part 2),DROP OFF,2,0,3,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",89284,PM (Drop-off),4,AZIZIYA (Part 2),DROP OFF,3,2,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",89284,PM (Drop-off),5,AZIZIYA (Part 3),DROP OFF,3,1,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",89284,PM (Drop-off),6,AZIZIYA (Part 4),DROP OFF,2,1,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",89284,PM (Drop-off),7,AZIZIYA (Part 1),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",89284,PM (Drop-off),8,MURRAH,DROP OFF,3,0,3,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",89284,PM (Drop-off),9,AIN KHALID (Part 2),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",89284,PM (Drop-off),10,AIN KHALID (Part 3),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",89284,PM (Drop-off),11,AIN KHALID (Part 4),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",89284,PM (Drop-off),12,AIN KHALID (Part 5),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",89284,PM (Drop-off),13,AIN KHALID (Part 6),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",89284,PM (Drop-off),14,AIN KHALID (Part 7),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",89284,PM (Drop-off),15,AIN KHALID (Part 8),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",89284,PM (Drop-off),16,AIN KHALID (Part 1),DROP OFF,4,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",89284,PM (Drop-off),17,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",89544,AM (Pickup),1,SCHOOL,DROP OFF,0,0,0,0.00,0.0
"PODAR PEARL SCHOOL, AL MESHAF",89544,AM (Pickup),2,AL KHOR (Part 1),PICK UP,4,1,5,49.88,39.5
"PODAR PEARL SCHOOL, AL MESHAF",89544,AM (Pickup),3,AL KHOR (Part 3),PICK UP,4,0,4,49.88,39.5
"PODAR PEARL SCHOOL, AL MESHAF",89544,AM (Pickup),4,AL KHOR (Part 2),PICK UP,4,1,4,49.88,39.5
"PODAR PEARL SCHOOL, AL MESHAF",89544,AM (Pickup),5,AL KHOR (Part 5),PICK UP,3,0,4,49.88,39.5
"PODAR PEARL SCHOOL, AL MESHAF",89544,AM (Pickup),6,THAKHIRA (Part 1),PICK UP,3,0,3,49.88,39.5
"PODAR PEARL SCHOOL, AL MESHAF",89544,AM (Pickup),7,THAKHIRA (Part 2),PICK UP,3,0,3,49.88,39.5
"PODAR PEARL SCHOOL, AL MESHAF",89544,AM (Pickup),8,AL KHOR (Part 4),PICK UP,4,0,4,49.88,39.5
"PODAR PEARL SCHOOL, AL MESHAF",89544,AM (Pickup),9,THUMAMA (Part 1),PICK UP,3,3,5,53.32,45.3
"PODAR PEARL SCHOOL, AL MESHAF",89544,AM (Pickup),10,THUMAMA (Part 2),PICK UP,3,3,5,53.32,45.3
"PODAR PEARL SCHOOL, AL MESHAF",89544,AM (Pickup),11,THUMAMA (Part 3),PICK UP,3,3,5,53.32,45.3
"PODAR PEARL SCHOOL, AL MESHAF",89544,AM (Pickup),12,THUMAMA (Part 4),PICK UP,3,3,5,53.32,45.3
"PODAR PEARL SCHOOL, AL MESHAF",89544,AM (Pickup),13,THUMAMA (Part 5),PICK UP,3,3,5,53.32,45.3
"PODAR PEARL SCHOOL, AL MESHAF",89544,AM (Pickup),14,PEARL QATAR (Part 2),PICK UP,2,2,5,92.22,74.2
"PODAR PEARL SCHOOL, AL MESHAF",89544,AM (Pickup),15,PEARL QATAR (Part 1),PICK UP,3,3,5,92.22,74.2
"PODAR PEARL SCHOOL, AL MESHAF",89544,AM (Pickup),16,SCHOOL,DROP OFF,0,0,0,104.19,88.5
"PODAR PEARL SCHOOL, AL MESHAF",89544,PM (Drop-off),1,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",89544,PM (Drop-off),2,PEARL QATAR (Part 1),DROP OFF,3,3,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",89544,PM (Drop-off),3,PEARL QATAR (Part 2),DROP OFF,2,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",89544,PM (Drop-off),4,THUMAMA (Part 5),DROP OFF,3,3,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",89544,PM (Drop-off),5,THUMAMA (Part 4),DROP OFF,3,3,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",89544,PM (Drop-off),6,THUMAMA (Part 3),DROP OFF,3,3,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",89544,PM (Drop-off),7,THUMAMA (Part 2),DROP OFF,3,3,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",89544,PM (Drop-off),8,THUMAMA (Part 1),DROP OFF,3,3,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",89544,PM (Drop-off),9,AL KHOR (Part 4),DROP OFF,4,0,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",89544,PM (Drop-off),10,THAKHIRA (Part 2),DROP OFF,3,0,3,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",89544,PM (Drop-off),11,THAKHIRA (Part 1),DROP OFF,3,0,3,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",89544,PM (Drop-off),12,AL KHOR (Part 5),DROP OFF,3,0,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",89544,PM (Drop-off),13,AL KHOR (Part 2),DROP OFF,4,1,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",89544,PM (Drop-off),14,AL KHOR (Part 3),DROP OFF,4,0,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",89544,PM (Drop-off),15,AL KHOR (Part 1),DROP OFF,4,1,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",89544,PM (Drop-off),16,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",285957,AM (Pickup),1,SCHOOL,DROP OFF,0,0,0,0.00,0.0
"PODAR PEARL SCHOOL, AL MESHAF",285957,AM (Pickup),2,OLD AIRPORT (Part 2),PICK UP,3,3,5,7.11,8.6
"PODAR PEARL SCHOOL, AL MESHAF",285957,AM (Pickup),3,OLD AIRPORT (Part 24),PICK UP,2,2,4,7.11,8.6
"PODAR PEARL SCHOOL, AL MESHAF",285957,AM (Pickup),4,WAKRA BEACH SIDE (Part 1),PICK UP,5,1,5,21.99,26.0
"PODAR PEARL SCHOOL, AL MESHAF",285957,AM (Pickup),5,WAKRA BEACH SIDE (Part 6),PICK UP,4,0,4,21.99,26.0
"PODAR PEARL SCHOOL, AL MESHAF",285957,AM (Pickup),6,WAKRA BEACH SIDE (Part 5),PICK UP,4,0,4,21.99,26.0
"PODAR PEARL SCHOOL, AL MESHAF",285957,AM (Pickup),7,WAKRA BEACH SIDE (Part 4),PICK UP,4,0,4,21.99,26.0
"PODAR PEARL SCHOOL, AL MESHAF",285957,AM (Pickup),8,WAKRA BEACH SIDE (Part 3),PICK UP,4,0,5,21.99,26.0
"PODAR PEARL SCHOOL, AL MESHAF",285957,AM (Pickup),9,WAKRA BEACH SIDE (Part 2),PICK UP,5,0,5,21.99,26.0
"PODAR PEARL SCHOOL, AL MESHAF",285957,AM (Pickup),10,EZDAN 56 (Part 2),PICK UP,2,1,4,30.05,38.4
"PODAR PEARL SCHOOL, AL MESHAF",285957,AM (Pickup),11,EZDAN 56 (Part 3),PICK UP,2,1,3,30.05,38.4
"PODAR PEARL SCHOOL, AL MESHAF",285957,AM (Pickup),12,EZDAN 55,PICK UP,2,0,2,30.05,38.4
"PODAR PEARL SCHOOL, AL MESHAF",285957,AM (Pickup),13,EZDAN 06 (Part 4),PICK UP,1,5,5,30.05,38.4
"PODAR PEARL SCHOOL, AL MESHAF",285957,AM (Pickup),14,EZDAN 06 (Part 3),PICK UP,1,5,5,30.05,38.4
"PODAR PEARL SCHOOL, AL MESHAF",285957,AM (Pickup),15,EZDAN 06 (Part 2),PICK UP,1,5,5,30.05,38.4
"PODAR PEARL SCHOOL, AL MESHAF",285957,AM (Pickup),16,EZDAN 57,PICK UP,0,1,1,30.05,38.4
"PODAR PEARL SCHOOL, AL MESHAF",285957,AM (Pickup),17,EZDAN 04 (Part 1),PICK UP,1,5,5,30.05,38.4
"PODAR PEARL SCHOOL, AL MESHAF",285957,AM (Pickup),18,SCHOOL,DROP OFF,0,0,0,46.09,58.2
"PODAR PEARL SCHOOL, AL MESHAF",285957,PM (Drop-off),1,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",285957,PM (Drop-off),2,EZDAN 04 (Part 1),DROP OFF,1,5,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",285957,PM (Drop-off),3,EZDAN 57,DROP OFF,0,1,1,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",285957,PM (Drop-off),4,EZDAN 06 (Part 2),DROP OFF,1,5,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",285957,PM (Drop-off),5,EZDAN 06 (Part 3),DROP OFF,1,5,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",285957,PM (Drop-off),6,EZDAN 06 (Part 4),DROP OFF,1,5,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",285957,PM (Drop-off),7,EZDAN 55,DROP OFF,2,0,2,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",285957,PM (Drop-off),8,EZDAN 56 (Part 3),DROP OFF,2,1,3,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",285957,PM (Drop-off),9,EZDAN 56 (Part 2),DROP OFF,2,1,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",285957,PM (Drop-off),10,WAKRA BEACH SIDE (Part 2),DROP OFF,5,0,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",285957,PM (Drop-off),11,WAKRA BEACH SIDE (Part 3),DROP OFF,4,0,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",285957,PM (Drop-off),12,WAKRA BEACH SIDE (Part 4),DROP OFF,4,0,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",285957,PM (Drop-off),13,WAKRA BEACH SIDE (Part 5),DROP OFF,4,0,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",285957,PM (Drop-off),14,WAKRA BEACH SIDE (Part 6),DROP OFF,4,0,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",285957,PM (Drop-off),15,WAKRA BEACH SIDE (Part 1),DROP OFF,5,1,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",285957,PM (Drop-off),16,OLD AIRPORT (Part 24),DROP OFF,2,2,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",285957,PM (Drop-off),17,OLD AIRPORT (Part 2),DROP OFF,3,3,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",285957,PM (Drop-off),18,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",286305,AM (Pickup),1,SCHOOL,DROP OFF,0,0,0,0.00,0.0
"PODAR PEARL SCHOOL, AL MESHAF",286305,AM (Pickup),2,WAKRAH HOSPITAL SIDE (Part 1),PICK UP,2,3,5,18.95,18.7
"PODAR PEARL SCHOOL, AL MESHAF",286305,AM (Pickup),3,WAKRA (Part 1),PICK UP,0,5,5,22.77,23.8
"PODAR PEARL SCHOOL, AL MESHAF",286305,AM (Pickup),4,WAKRA (Part 2),PICK UP,0,5,5,22.77,23.8
"PODAR PEARL SCHOOL, AL MESHAF",286305,AM (Pickup),5,WAKRAH (Part 1),PICK UP,1,5,5,23.27,25.1
"PODAR PEARL SCHOOL, AL MESHAF",286305,AM (Pickup),6,WAKRAH (Part 10),PICK UP,0,4,5,23.27,25.1
"PODAR PEARL SCHOOL, AL MESHAF",286305,AM (Pickup),7,WAKRAH (Part 9),PICK UP,0,4,5,23.27,25.1
"PODAR PEARL SCHOOL, AL MESHAF",286305,AM (Pickup),8,WAKRAH (Part 8),PICK UP,0,4,5,23.27,25.1
"PODAR PEARL SCHOOL, AL MESHAF",286305,AM (Pickup),9,WAKRAH (Part 7),PICK UP,0,4,5,23.27,25.1
"PODAR PEARL SCHOOL, AL MESHAF",286305,AM (Pickup),10,WAKRAH (Part 6),PICK UP,1,4,5,23.27,25.1
"PODAR PEARL SCHOOL, AL MESHAF",286305,AM (Pickup),11,WAKRAH (Part 5),PICK UP,1,4,5,23.27,25.1
"PODAR PEARL SCHOOL, AL MESHAF",286305,AM (Pickup),12,WAKRAH (Part 4),PICK UP,1,5,5,23.27,25.1
"PODAR PEARL SCHOOL, AL MESHAF",286305,AM (Pickup),13,WAKRAH (Part 3),PICK UP,1,5,5,23.27,25.1
"PODAR PEARL SCHOOL, AL MESHAF",286305,AM (Pickup),14,WAKRAH (Part 2),PICK UP,1,5,5,23.27,25.1
"PODAR PEARL SCHOOL, AL MESHAF",286305,AM (Pickup),15,SCHOOL,DROP OFF,0,0,0,40.85,43.5
"PODAR PEARL SCHOOL, AL MESHAF",286305,PM (Drop-off),1,SCHOOL,PICK UP,0,0,0,N/A,N/A
