School,Bus Plate,Trip Type,Sequence,Stop Name,Activity,Students,Staff,Total Pax,Dist (km),Time (min)
"PODAR PEARL SCHOOL, AL MESHAF",225201,AM (Pickup),4,NAJMA (Part 1),PICK UP,5,1,5,3.93,6.7
"PODAR PEARL SCHOOL, AL MESHAF",225201,AM (Pickup),5,NAJMA (Part 7),PICK UP,4,0,4,3.93,6.7
"PODAR PEARL SCHOOL, AL MESHAF",225201,AM (Pickup),6,NAJMA (Part 2),PICK UP,5,1,5,3.93,6.7
"PODAR PEARL SCHOOL, AL MESHAF",225201,AM (Pickup),7,OLD SALATA (Part 5),PICK UP,4,0,5,6.93,11.3
"PODAR PEARL SCHOOL, AL MESHAF",225201,AM (Pickup),8,OLD SALATA (Part 6),PICK UP,4,0,5,6.93,11.3
"PODAR PEARL SCHOOL, AL MESHAF",225201,AM (Pickup),9,SCHOOL,DROP OFF,0,0,0,8.93,14.7
"PODAR PEARL SCHOOL, AL MESHAF",225201,PM (Drop-off),1,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",225201,PM (Drop-off),2,OLD SALATA (Part 6),DROP OFF,4,0,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",225201,PM (Drop-off),3,OLD SALATA (Part 5),DROP OFF,4,0,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",225201,PM (Drop-off),4,NAJMA (Part 2),DROP OFF,5,1,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",225201,PM (Drop-off),5,NAJMA (Part 7),DROP OFF,4,0,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",225201,PM (Drop-off),6,NAJMA (Part 1),DROP OFF,5,1,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",225201,PM (Drop-off),7,SOUQ AL HARAJ (Part 2),DROP OFF,1,2,3,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",225201,PM (Drop-off),8,SOUQ AL HARAJ (Part 1),DROP OFF,1,2,3,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",225201,PM (Drop-off),9,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",239515,AM (Pickup),1,SCHOOL,DROP OFF,0,0,0,0.00,0.0
"PODAR PEARL SCHOOL, AL MESHAF",239515,AM (Pickup),2,BIN MAHMOUD (Part 6),PICK UP,4,1,5,2.57,4.3
"PODAR PEARL SCHOOL, AL MESHAF",239515,AM (Pickup),3,BIN MAHMOUD (Part 11),PICK UP,4,0,5,2.57,4.3
"PODAR PEARL SCHOOL, AL MESHAF",239515,AM (Pickup),4,BIN MAHMOUD (Part 10),PICK UP,4,0,5,2.57,4.3
"PODAR PEARL SCHOOL, AL MESHAF",239515,AM (Pickup),5,BIN MAHMOUD (Part 9),PICK UP,4,0,5,2.57,4.3
"PODAR PEARL SCHOOL, AL MESHAF",239515,AM (Pickup),6,BIN MAHMOUD (Part 8),PICK UP,4,0,5,2.57,4.3
"PODAR PEARL SCHOOL, AL MESHAF",239515,AM (Pickup),7,BIN MAHMOUD (Part 7),PICK UP,4,1,5,2.57,4.3
"PODAR PEARL SCHOOL, AL MESHAF",239515,AM (Pickup),8,SCHOOL,DROP OFF,0,0,0,5.18,8.7
"PODAR PEARL SCHOOL, AL MESHAF",239515,PM (Drop-off),1,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",239515,PM (Drop-off),2,BIN MAHMOUD (Part 7),DROP OFF,4,1,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",239515,PM (Drop-off),3,BIN MAHMOUD (Part 8),DROP OFF,4,0,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",239515,PM (Drop-off),4,BIN MAHMOUD (Part 9),DROP OFF,4,0,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",239515,PM (Drop-off),5,BIN MAHMOUD (Part 10),DROP OFF,4,0,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",239515,PM (Drop-off),6,BIN MAHMOUD (Part 11),DROP OFF,4,0,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",239515,PM (Drop-off),7,BIN MAHMOUD (Part 6),DROP OFF,4,1,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",239515,PM (Drop-off),8,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",241535,AM (Pickup),1,SCHOOL,DROP OFF,0,0,0,0.00,0.0
"PODAR PEARL SCHOOL, AL MESHAF",241535,AM (Pickup),2,EZDAN 06 (Part 5),PICK UP,1,4,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",241535,AM (Pickup),3,EZDAN 06 (Part 6),PICK UP,1,4,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",241535,AM (Pickup),4,EZDAN 58,PICK UP,2,0,2,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",241535,AM (Pickup),5,NEW SALATA,PICK UP,1,4,5,32.16,37.9
"PODAR PEARL SCHOOL, AL MESHAF",241535,AM (Pickup),6,NEW SLATA (Part 3),PICK UP,4,0,4,33.60,39.6
"PODAR PEARL SCHOOL, AL MESHAF",241535,AM (Pickup),7,NEW SLATA (Part 2),PICK UP,4,0,4,33.60,39.6
"PODAR PEARL SCHOOL, AL MESHAF",241535,AM (Pickup),8,NEW SLATA (Part 1),PICK UP,4,1,5,33.60,39.6
"PODAR PEARL SCHOOL, AL MESHAF",241535,AM (Pickup),9,SCHOOL,DROP OFF,0,0,0,36.70,43.6
"PODAR PEARL SCHOOL, AL MESHAF",241535,PM (Drop-off),1,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",241535,PM (Drop-off),2,NEW SLATA (Part 1),DROP OFF,4,1,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",241535,PM (Drop-off),3,NEW SLATA (Part 2),DROP OFF,4,0,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",241535,PM (Drop-off),4,NEW SLATA (Part 3),DROP OFF,4,0,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",241535,PM (Drop-off),5,NEW SALATA,DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",241535,PM (Drop-off),6,EZDAN 58,DROP OFF,2,0,2,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",241535,PM (Drop-off),7,EZDAN 06 (Part 6),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",241535,PM (Drop-off),8,EZDAN 06 (Part 5),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",241535,PM (Drop-off),9,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",241927,AM (Pickup),1,SCHOOL,DROP OFF,0,0,0,0.00,0.0
"PODAR PEARL SCHOOL, AL MESHAF",241927,AM (Pickup),2,MANSOURA (Part 1),PICK UP,4,2,5,3.24,4.5
"PODAR PEARL SCHOOL, AL MESHAF",241927,AM (Pickup),3,MANSOURA (Part 6),PICK UP,4,1,5,3.24,4.5
"PODAR PEARL SCHOOL, AL MESHAF",241927,AM (Pickup),4,MANSOURA (Part 5),PICK UP,4,1,5,3.24,4.5
"PODAR PEARL SCHOOL, AL MESHAF",241927,AM (Pickup),5,MANSOURA (Part 4),PICK UP,4,1,5,3.24,4.5
"PODAR PEARL SCHOOL, AL MESHAF",241927,AM (Pickup),6,MANSOURA (Part 3),PICK UP,4,1,5,3.24,4.5
"PODAR PEARL SCHOOL, AL MESHAF",241927,AM (Pickup),7,MANSOURA (Part 2),PICK UP,4,2,5,3.24,4.5
"PODAR PEARL SCHOOL, AL MESHAF",241927,AM (Pickup),8,SCHOOL,DROP OFF,0,0,0,6.25,8.7
"PODAR PEARL SCHOOL, AL MESHAF",241927,PM (Drop-off),1,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",241927,PM (Drop-off),2,MANSOURA (Part 2),DROP OFF,4,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",241927,PM (Drop-off),3,MANSOURA (Part 3),DROP OFF,4,1,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",241927,PM (Drop-off),4,MANSOURA (Part 4),DROP OFF,4,1,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",241927,PM (Drop-off),5,MANSOURA (Part 5),DROP OFF,4,1,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",241927,PM (Drop-off),6,MANSOURA (Part 6),DROP OFF,4,1,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",241927,PM (Drop-off),7,MANSOURA (Part 1),DROP OFF,4,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",241927,PM (Drop-off),8,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",243781,AM (Pickup),1,SCHOOL,DROP OFF,0,0,0,0.00,0.0
"PODAR PEARL SCHOOL, AL MESHAF",243781,AM (Pickup),2,MANSOURA (Part 7),PICK UP,4,1,5,3.24,4.5
"PODAR PEARL SCHOOL, AL MESHAF",243781,AM (Pickup),3,MANSOURA (Part 12),PICK UP,3,1,4,3.24,4.5
"PODAR PEARL SCHOOL, AL MESHAF",243781,AM (Pickup),4,MANSOURA (Part 11),PICK UP,3,1,4,3.24,4.5
"PODAR PEARL SCHOOL, AL MESHAF",243781,AM (Pickup),5,MANSOURA (Part 10),PICK UP,3,1,5,3.24,4.5
"PODAR PEARL SCHOOL, AL MESHAF",243781,AM (Pickup),6,MANSOURA (Part 9),PICK UP,3,1,5,3.24,4.5
"PODAR PEARL SCHOOL, AL MESHAF",243781,AM (Pickup),7,MANSOURA (Part 8),PICK UP,4,1,5,3.24,4.5
"PODAR PEARL SCHOOL, AL MESHAF",243781,AM (Pickup),8,SCHOOL,DROP OFF,0,0,0,6.25,8.7
"PODAR PEARL SCHOOL, AL MESHAF",243781,PM (Drop-off),1,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",243781,PM (Drop-off),2,MANSOURA (Part 8),DROP OFF,4,1,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",243781,PM (Drop-off),3,MANSOURA (Part 9),DROP OFF,3,1,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",243781,PM (Drop-off),4,MANSOURA (Part 10),DROP OFF,3,1,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",243781,PM (Drop-off),5,MANSOURA (Part 11),DROP OFF,3,1,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",243781,PM (Drop-off),6,MANSOURA (Part 12),DROP OFF,3,1,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",243781,PM (Drop-off),7,MANSOURA (Part 7),DROP OFF,4,1,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",243781,PM (Drop-off),8,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",245214,AM (Pickup),1,SCHOOL,DROP OFF,0,0,0,0.00,0.0
"PODAR PEARL SCHOOL, AL MESHAF",245214,AM (Pickup),2,LEBDAY,PICK UP,2,1,3,3.88,5.2
"PODAR PEARL SCHOOL, AL MESHAF",245214,AM (Pickup),3,AL SADD (Part 7),PICK UP,4,0,4,4.26,6.2
"PODAR PEARL SCHOOL, AL MESHAF",245214,AM (Pickup),4,AL SADD (Part 8),PICK UP,4,0,4,4.26,6.2
"PODAR PEARL SCHOOL, AL MESHAF",245214,AM (Pickup),5,AL SADD (Part 9),PICK UP,4,0,4,4.26,6.2
"PODAR PEARL SCHOOL, AL MESHAF",245214,AM (Pickup),6,AL SADD (Part 6),PICK UP,4,1,5,4.26,6.2
"PODAR PEARL SCHOOL, AL MESHAF",245214,AM (Pickup),7,BIN MAHMOUD (Part 12),PICK UP,4,0,4,6.03,9.7
"PODAR PEARL SCHOOL, AL MESHAF",245214,AM (Pickup),8,BIN MAHMOUD (Part 13),PICK UP,4,0,4,6.03,9.7
"PODAR PEARL SCHOOL, AL MESHAF",245214,AM (Pickup),9,SCHOOL,DROP OFF,0,0,0,8.64,14.1
"PODAR PEARL SCHOOL, AL MESHAF",245214,PM (Drop-off),1,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",245214,PM (Drop-off),2,BIN MAHMOUD (Part 13),DROP OFF,4,0,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",245214,PM (Drop-off),3,BIN MAHMOUD (Part 12),DROP OFF,4,0,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",245214,PM (Drop-off),4,AL SADD (Part 6),DROP OFF,4,1,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",245214,PM (Drop-off),5,AL SADD (Part 9),DROP OFF,4,0,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",245214,PM (Drop-off),6,AL SADD (Part 8),DROP OFF,4,0,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",245214,PM (Drop-off),7,AL SADD (Part 7),DROP OFF,4,0,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",245214,PM (Drop-off),8,LEBDAY,DROP OFF,2,1,3,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",245214,PM (Drop-off),9,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",247653,AM (Pickup),1,SCHOOL,DROP OFF,0,0,0,0.00,0.0
"PODAR PEARL SCHOOL, AL MESHAF",247653,AM (Pickup),2,NAJMA (Part 9),PICK UP,4,0,4,3.83,5.3
"PODAR PEARL SCHOOL, AL MESHAF",247653,AM (Pickup),3,NAJMA (Part 10),PICK UP,4,0,4,3.83,5.3
"PODAR PEARL SCHOOL, AL MESHAF",247653,AM (Pickup),4,HILAL (Part 1),PICK UP,4,2,5,6.32,9.2
"PODAR PEARL SCHOOL, AL MESHAF",247653,AM (Pickup),5,HILAL (Part 4),PICK UP,3,2,5,6.32,9.2
"PODAR PEARL SCHOOL, AL MESHAF",247653,AM (Pickup),6,HILAL (Part 3),PICK UP,3,2,5,6.32,9.2
"PODAR PEARL SCHOOL, AL MESHAF",247653,AM (Pickup),7,HILAL (Part 2),PICK UP,3,2,5,6.32,9.2
"PODAR PEARL SCHOOL, AL MESHAF",247653,AM (Pickup),8,SCHOOL,DROP OFF,0,0,0,10.93,15.2
"PODAR PEARL SCHOOL, AL MESHAF",247653,PM (Drop-off),1,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",247653,PM (Drop-off),2,HILAL (Part 2),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",247653,PM (Drop-off),3,HILAL (Part 3),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",247653,PM (Drop-off),4,HILAL (Part 4),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",247653,PM (Drop-off),5,HILAL (Part 1),DROP OFF,4,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",247653,PM (Drop-off),6,NAJMA (Part 10),DROP OFF,4,0,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",247653,PM (Drop-off),7,NAJMA (Part 9),DROP OFF,4,0,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",247653,PM (Drop-off),8,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",302519,AM (Pickup),1,SCHOOL,DROP OFF,0,0,0,0.00,0.0
"PODAR PEARL SCHOOL, AL MESHAF",302519,AM (Pickup),2,AL SADD (Part 1),PICK UP,4,1,5,3.91,5.3
"PODAR PEARL SCHOOL, AL MESHAF",302519,AM (Pickup),3,AL SADD (Part 5),PICK UP,4,1,5,3.91,5.3
"PODAR PEARL SCHOOL, AL MESHAF",302519,AM (Pickup),4,AL SADD (Part 4),PICK UP,4,1,5,3.91,5.3
"PODAR PEARL SCHOOL, AL MESHAF",302519,AM (Pickup),5,AL SADD (Part 3),PICK UP,4,1,5,3.91,5.3
"PODAR PEARL SCHOOL, AL MESHAF",302519,AM (Pickup),6,AL SADD (Part 2),PICK UP,4,1,5,3.91,5.3
"PODAR PEARL SCHOOL, AL MESHAF",302519,AM (Pickup),7,DOHA JADEED (Part 3),PICK UP,3,1,4,5.04,7.5
"PODAR PEARL SCHOOL, AL MESHAF",302519,AM (Pickup),8,SCHOOL,DROP OFF,0,0,0,8.92,12.8
"PODAR PEARL SCHOOL, AL MESHAF",302519,PM (Drop-off),1,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",302519,PM (Drop-off),2,DOHA JADEED (Part 3),DROP OFF,3,1,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",302519,PM (Drop-off),3,AL SADD (Part 2),DROP OFF,4,1,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",302519,PM (Drop-off),4,AL SADD (Part 3),DROP OFF,4,1,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",302519,PM (Drop-off),5,AL SADD (Part 4),DROP OFF,4,1,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",302519,PM (Drop-off),6,AL SADD (Part 5),DROP OFF,4,1,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",302519,PM (Drop-off),7,AL SADD (Part 1),DROP OFF,4,1,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",302519,PM (Drop-off),8,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",302529,AM (Pickup),1,SCHOOL,DROP OFF,0,0,0,0.00,0.0
"PODAR PEARL SCHOOL, AL MESHAF",302529,AM (Pickup),2,MADINAT KHALIFA SOUTH (Part 2),PICK UP,4,2,5,7.98,9.5
"PODAR PEARL SCHOOL, AL MESHAF",302529,AM (Pickup),3,MADINAT KHALIFA SOUTH (Part 3),PICK UP,4,1,5,7.98,9.5
"PODAR PEARL SCHOOL, AL MESHAF",302529,AM (Pickup),4,MARKHIYA (Part 1),PICK UP,4,2,5,11.41,14.9
"PODAR PEARL SCHOOL, AL MESHAF",302529,AM (Pickup),5,MARKHIYA (Part 2),PICK UP,3,1,5,11.41,14.9
"PODAR PEARL SCHOOL, AL MESHAF",302529,AM (Pickup),6,ONAIZA (Part 2),PICK UP,3,0,3,15.79,20.6
"PODAR PEARL SCHOOL, AL MESHAF",302529,AM (Pickup),7,ONAIZA (Part 1),PICK UP,4,0,4,15.79,20.6
"PODAR PEARL SCHOOL, AL MESHAF",302529,AM (Pickup),8,SCHOOL,DROP OFF,0,0,0,21.38,27.7
"PODAR PEARL SCHOOL, AL MESHAF",302529,PM (Drop-off),1,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",302529,PM (Drop-off),2,ONAIZA (Part 1),DROP OFF,4,0,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",302529,PM (Drop-off),3,ONAIZA (Part 2),DROP OFF,3,0,3,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",302529,PM (Drop-off),4,MARKHIYA (Part 2),DROP OFF,3,1,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",302529,PM (Drop-off),5,MARKHIYA (Part 1),DROP OFF,4,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",302529,PM (Drop-off),6,MADINAT KHALIFA SOUTH (Part 3),DROP OFF,4,1,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",302529,PM (Drop-off),7,MADINAT KHALIFA SOUTH (Part 2),DROP OFF,4,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",302529,PM (Drop-off),8,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",302543,AM (Pickup),1,SCHOOL,DROP OFF,0,0,0,0.00,0.0
"PODAR PEARL SCHOOL, AL MESHAF",302543,AM (Pickup),2,AL NASR (Part 2),PICK UP,4,1,4,3.95,5.4
"PODAR PEARL SCHOOL, AL MESHAF",302543,AM (Pickup),3,AL NASR (Part 4),PICK UP,3,0,4,3.95,5.4
"PODAR PEARL SCHOOL, AL MESHAF",302543,AM (Pickup),4,AL NASR (Part 3),PICK UP,3,0,4,3.95,5.4
"PODAR PEARL SCHOOL, AL MESHAF",302543,AM (Pickup),5,AL NASR (Part 1),PICK UP,4,1,4,3.95,5.4
"PODAR PEARL SCHOOL, AL MESHAF",302543,AM (Pickup),6,DOHA JADEED (Part 4),PICK UP,3,1,4,5.03,7.7
"PODAR PEARL SCHOOL, AL MESHAF",302543,AM (Pickup),7,DOHA JADEED (Part 2),PICK UP,3,1,5,5.03,7.7
"PODAR PEARL SCHOOL, AL MESHAF",302543,AM (Pickup),8,DOHA JADEED (Part 1),PICK UP,4,2,5,5.03,7.7
"PODAR PEARL SCHOOL, AL MESHAF",302543,AM (Pickup),9,SCHOOL,DROP OFF,0,0,0,8.91,13.0
"PODAR PEARL SCHOOL, AL MESHAF",302543,PM (Drop-off),1,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",302543,PM (Drop-off),2,DOHA JADEED (Part 1),DROP OFF,4,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",302543,PM (Drop-off),3,DOHA JADEED (Part 2),DROP OFF,3,1,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",302543,PM (Drop-off),4,DOHA JADEED (Part 4),DROP OFF,3,1,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",302543,PM (Drop-off),5,AL NASR (Part 1),DROP OFF,4,1,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",302543,PM (Drop-off),6,AL NASR (Part 3),DROP OFF,3,0,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",302543,PM (Drop-off),7,AL NASR (Part 4),DROP OFF,3,0,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",302543,PM (Drop-off),8,AL NASR (Part 2),DROP OFF,4,1,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",302543,PM (Drop-off),9,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",305788,AM (Pickup),1,SCHOOL,DROP OFF,0,0,0,0.00,0.0
"PODAR PEARL SCHOOL, AL MESHAF",305788,AM (Pickup),2,MANSOURA (Part 13),PICK UP,3,1,4,3.24,4.5
"PODAR PEARL SCHOOL, AL MESHAF",305788,AM (Pickup),3,NAJMA (Part 8),PICK UP,4,0,4,4.74,7.1
"PODAR PEARL SCHOOL, AL MESHAF",305788,AM (Pickup),4,NAJMA (Part 6),PICK UP,4,0,5,4.74,7.1
"PODAR PEARL SCHOOL, AL MESHAF",305788,AM (Pickup),5,NAJMA (Part 5),PICK UP,4,0,5,4.74,7.1
"PODAR PEARL SCHOOL, AL MESHAF",305788,AM (Pickup),6,NAJMA (Part 4),PICK UP,4,0,5,4.74,7.1
"PODAR PEARL SCHOOL, AL MESHAF",305788,AM (Pickup),7,NAJMA (Part 3),PICK UP,5,1,5,4.74,7.1
"PODAR PEARL SCHOOL, AL MESHAF",305788,AM (Pickup),8,SCHOOL,DROP OFF,0,0,0,7.72,11.5
"PODAR PEARL SCHOOL, AL MESHAF",305788,PM (Drop-off),1,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",305788,PM (Drop-off),2,NAJMA (Part 3),DROP OFF,5,1,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",305788,PM (Drop-off),3,NAJMA (Part 4),DROP OFF,4,0,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",305788,PM (Drop-off),4,NAJMA (Part 5),DROP OFF,4,0,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",305788,PM (Drop-off),5,NAJMA (Part 6),DROP OFF,4,0,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",305788,PM (Drop-off),6,NAJMA (Part 8),DROP OFF,4,0,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",305788,PM (Drop-off),7,MANSOURA (Part 13),DROP OFF,3,1,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",305788,PM (Drop-off),8,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",305789,AM (Pickup),1,SCHOOL,DROP OFF,0,0,0,0.00,0.0
"PODAR PEARL SCHOOL, AL MESHAF",305789,AM (Pickup),2,WUKAIR (Part 24),PICK UP,1,3,4,17.26,18.6
"PODAR PEARL SCHOOL, AL MESHAF",305789,AM (Pickup),3,WUKAIR (Part 5),PICK UP,1,4,5,17.26,18.6
"PODAR PEARL SCHOOL, AL MESHAF",305789,AM (Pickup),4,WUKAIR (Part 4),PICK UP,2,4,5,17.26,18.6
"PODAR PEARL SCHOOL, AL MESHAF",305789,AM (Pickup),5,WUKAIR (Part 3),PICK UP,2,4,5,17.26,18.6
"PODAR PEARL SCHOOL, AL MESHAF",305789,AM (Pickup),6,WUKAIR (Part 2),PICK UP,2,4,5,17.26,18.6
"PODAR PEARL SCHOOL, AL MESHAF",305789,AM (Pickup),7,WUKAIR (Part 1),PICK UP,2,4,5,17.26,18.6
"PODAR PEARL SCHOOL, AL MESHAF",305789,AM (Pickup),8,SCHOOL,DROP OFF,0,0,0,32.45,37.0
"PODAR PEARL SCHOOL, AL MESHAF",305789,PM (Drop-off),1,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",305789,PM (Drop-off),2,WUKAIR (Part 1),DROP OFF,2,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",305789,PM (Drop-off),3,WUKAIR (Part 2),DROP OFF,2,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",305789,PM (Drop-off),4,WUKAIR (Part 3),DROP OFF,2,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",305789,PM (Drop-off),5,WUKAIR (Part 4),DROP OFF,2,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",305789,PM (Drop-off),6,WUKAIR (Part 5),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",305789,PM (Drop-off),7,WUKAIR (Part 24),DROP OFF,1,3,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",305789,PM (Drop-off),8,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",129649,AM (Pickup),1,SCHOOL,DROP OFF,0,0,0,0.00,0.0
"PODAR PEARL SCHOOL, AL MESHAF",129649,AM (Pickup),2,NUAIJA (Part 1),PICK UP,3,2,5,5.66,7.2
"PODAR PEARL SCHOOL, AL MESHAF",129649,AM (Pickup),3,NUAIJA (Part 6),PICK UP,3,1,4,5.66,7.2
"PODAR PEARL SCHOOL, AL MESHAF",129649,AM (Pickup),4,NUAIJA (Part 5),PICK UP,3,2,5,5.66,7.2
